category,url
sous-couche-parquet-sol-pvc-et-stratifie,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/sous-couche-parquet-sol-pvc-et-stratifie/cat_id_3244.cat
carrelage-faience-et-mosaique,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/cat_id_3304.cat
parquet-bois-et-stratifie,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/cat_id_3232.cat
sol-vinyle-pvc,https://www.castorama.fr/carrelage-sol/sol-vinyle-pvc-moquette/cat_id_2707.cat
moquette-et-jonc-de-mer,https://www.castorama.fr/carrelage-sol/moquette-et-jonc-de-mer/cat_id_0001814.cat
plinthe,https://www.castorama.fr/carrelage-sol/plinthe/cat_id_0001808.cat
revetement-mural,https://www.castorama.fr/carrelage-sol/revetement-mural/cat_id_0001887.cat
barre-de-seuil-nez-de-marche-et-profile-de-renovation,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/barre-de-seuil-et-nez-de-marche/cat_id_3233.cat
preparation-et-finition-du-sol,https://www.castorama.fr/carrelage-sol/preparation-et-finition-du-sol/cat_id_0001805.cat
moulure-corniche-et-rosace-de-plafond,https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/moulure-de-plafond-corniche-et-rosace/cat_id_5060.cat
tapis-et-paillasson,https://www.castorama.fr/decoration-interieure/decoration-textile/tapis-et-paillasson/cat_id_3074.cat
kit-dressing,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/kit-dressing/cat_id_3009.cat
dressing,https://www.castorama.fr/rangement-dressing/dressing-et-armoire/dressing/cat_id_0001135.cat
armoire-penderie,https://www.castorama.fr/rangement-dressing/dressing-et-armoire/armoire/cat_id_0001136.cat
portant-vetement,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/penderie-et-portant/cat_id_3020.cat
meuble,https://www.castorama.fr/rangement-dressing/meuble-de-rangement/cat_id_0001137.cat
rangement-modulable,https://www.castorama.fr/rangement-dressing/solution-de-rangement-modulable-atomia/cat_id_0001150.cat
porte-de-placard,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/porte-de-placard/cat_id_3885.cat
etagere,https://www.castorama.fr/etagere/cat_id_0003248.cat
rangement-chaussures,https://www.castorama.fr/rangement-chaussures/cat_id_0003873.cat
amenagement-interieur-de-placard,https://www.castorama.fr/rangement-dressing/dressing-amenagement-de-placard/cat_id_3003.cat
rangement-bijoux,https://www.castorama.fr/rangement-bijoux/cat_id_0005267.cat
paravent,https://www.castorama.fr/paravent/cat_id_0004383.cat
amenagement-bureau,https://www.castorama.fr/rangement-dressing/amenagement-bureau/cat_id_0001572.cat
rangement-garage-et-cave,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/cat_id_3040.cat
buanderie,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/buanderie/cat_id_0001114.cat
nos-collections-rangement-&-dressing,https://www.castorama.fr/rangement-dressing/nos-collections-rangement-dressing/cat_id_5211.cat
meuble-de-salle-de-bains,https://www.castorama.fr/salle-de-bains-et-wc/meuble-de-salle-de-bains/cat_id_3393.cat
douche,https://www.castorama.fr/salle-de-bains-et-wc/douche/cat_id_3371.cat
lavabo-vasque-et-plan-vasque,https://www.castorama.fr/salle-de-bains-et-wc/lavabo-vasque-et-plan-vasque/cat_id_3928.cat
wc-et-lave-mains,https://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/cat_id_3934.cat
baignoire-et-accessoires,https://www.castorama.fr/salle-de-bains-et-wc/baignoire/cat_id_4350.cat
colonne-et-pommeau-de-douche,https://www.castorama.fr/salle-de-bains-et-wc/colonne-et-pommeau-de-douche/cat_id_5154.cat
robinet-et-mitigeur-de-salle-de-bains,https://www.castorama.fr/salle-de-bains-et-wc/robinet-de-salle-de-bains/cat_id_3401.cat
accessoires-de-salle-de-bains,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/cat_id_3323.cat
salle-de-bains-pmr,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/cat_id_3497.cat
seche-serviettes,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/cat_id_333.cat
panneau-mural-de-salle-de-bains,https://www.castorama.fr/salle-de-bains-et-wc/douche/panneau-mural/cat_id_5425.cat
peinture-cuisine-et-salle-de-bains,https://www.castorama.fr/peinture/peinture-interieure/peinture-cuisine-et-salle-de-bains/cat_id_3627.cat
luminaire-pour-salle-de-bains,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-salle-de-bains/cat_id_1344.cat
panneau-a-carreler,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/panneau-a-carreler/cat_id_4206.cat
mastic-salle-de-bains-et-cuisine,https://www.castorama.fr/mastic-salle-de-bains-et-cuisine/cat_id_0002923.cat
vmc-et-aerateur,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/cat_id_420.cat
entretien-de-la-salle-de-bains,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat
radiateur-soufflant,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-soufflant/cat_id_308.cat
chauffage-electrique,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/cat_id_1482.cat
radiateur,https://www.castorama.fr/radiateur/cat_id_0003361.cat
chauffage-d-appoint,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/cat_id_1795.cat
chauffage-central,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/cat_id_344.cat
chauffage-bois-et-bois-de-chauffage,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/cat_id_367.cat
climatiseur-ventilateur,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/cat_id_3308.cat
traitement-de-l-air,https://www.castorama.fr/chauffage-climatisation-et-ventilation/deshumidificateur-humidificateur-purificateur-d-air/cat_id_421.cat
chauffage-au-sol,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/chauffage-au-sol-electrique/cat_id_3944.cat
thermostat,https://www.castorama.fr/chauffage-climatisation-et-ventilation/thermostat/cat_id_1122.cat
treillage-et-treillis,https://www.castorama.fr/jardin-et-terrasse/cloture-panneau-grillage-brise-vue/treillage-panneau-treillis-et-arceau/cat_id_907.cat
peinture-boiseries-exterieures,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-bois/cat_id_2866.cat
vernis-pour-bois-exterieur,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/vernis-exterieur/cat_id_2875.cat
produit-de-renovation-multi-supports,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/produit-de-renovation/produit-de-renovation-multisupport/cat_id_2439.cat
lasure-exterieure,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/lasure-exterieure/cat_id_3669.cat
saturateur-pour-terrasse,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/huile-et-saturateur/cat_id_771.cat
huile-pour-bois-exterieur,https://www.castorama.fr/huile-pour-bois-exterieur/cat_id_0004369.cat
peinture-exterieure-façade-et-crepi,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/cat_id_3680.cat
peinture-exterieure-multi-supports,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-multi-supports/cat_id_4218.cat
peinture-sol-exterieur-et-garage,https://www.castorama.fr/peinture/peinture-exterieure/peinture-sol-exterieur-et-garage/cat_id_3408.cat
peinture-exterieure-fer,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-fer/cat_id_997.cat
produit-anti-rouille-et-decapant-metal,https://www.castorama.fr/peinture/peinture-exterieure/anti-rouille-et-traitement-du-fer/cat_id_4139.cat
applique-murale-exterieure,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/applique-exterieure/cat_id_1115.cat
projecteur-exterieur,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/projecteur-exterieur-et-detecteur-de-mouvement/cat_id_444.cat
detecteur-de-mouvement,https://www.castorama.fr/detecteur-de-mouvement/cat_id_0003833.cat
borne-exterieure-et-potelet,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/borne-exterieure-et-potelet/cat_id_1116.cat
spot-exterieur,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/spot-exterieur/cat_id_3986.cat
lampadaire-exterieur,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/lampadaire-exterieur/cat_id_1119.cat
suspension-exterieure,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/suspension-exterieure/cat_id_1124.cat
plafonnier-exterieur,https://www.castorama.fr/plafonnier-exterieur/cat_id_0002706.cat
eclairage-solaire,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat
balise-exterieure,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/balise-exterieure/cat_id_2720.cat
ruban-led-exterieur,https://www.castorama.fr/ruban-led-exterieur/cat_id_0002708.cat
lampe-exterieure,https://www.castorama.fr/lampe-exterieure/cat_id_0002707.cat
boule-lumineuse,https://www.castorama.fr/boule-lumineuse/cat_id_0002709.cat
guirlande-lumineuse-exterieure,https://www.castorama.fr/guirlande-lumineuse-exterieure/cat_id_0002071.cat
rideau-lumineux,https://www.castorama.fr/rideau-lumineux/cat_id_0002074.cat
nos-collections-luminaires-exterieurs,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/nos-collections-luminaires-exterieurs/cat_id_5998.cat
accessoire-luminaire-exterieur,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/accessoire-luminaire-exterieur/cat_id_0001653.cat
decoration-sapin-de-noel,https://www.castorama.fr/decoration-sapin-de-noel/cat_id_0004874.cat
sapin-de-noel,https://www.castorama.fr/jardin-et-terrasse/sapin-de-noel/cat_id_5081.cat
decoration-lumineuse-de-noel,https://www.castorama.fr/decoration-lumineuse-de-noel/cat_id_0002078.cat
decoration-exterieure-de-noel,https://www.castorama.fr/decoration-exterieure-de-noel/cat_id_0002070.cat
couronne-de-noel,https://www.castorama.fr/couronne-de-noel/cat_id_0002073.cat
decoration-de-table-de-noel,https://www.castorama.fr/decoration-de-table-de-noel/cat_id_0002072.cat
chaussette-de-noel,https://www.castorama.fr/chaussette-de-noel/cat_id_0002063.cat
neige-artificielle,https://www.castorama.fr/neige-artificielle/cat_id_0002080.cat
papier-cadeau-de-noel,https://www.castorama.fr/papier-cadeau-de-noel/cat_id_0002076.cat
rangement-noel,https://www.castorama.fr/rangement-noel/cat_id_0002077.cat
decoration-de-noel,https://www.castorama.fr/jardin-et-terrasse/decoration-de-noel/cat_id_5082.cat
bouteille-de-gaz,https://www.castorama.fr/outillage/soudure/bouteille-de-gaz-et-raccordement/bouteille-de-gaz/cat_id_0001535.cat
station-electrique,https://www.castorama.fr/nouvelle-energie/cat_id_0002511.cat
panneau-solaire,https://www.castorama.fr/panneau-solaire/cat_id_0003316.cat
les-produits-essentiels,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-essentiels/cat_id_2784.cat
diluant-nettoyant-et-detachant,https://www.castorama.fr/droguerie-entretien-de-la-maison/diluant-nettoyant-et-detachant/cat_id_4136.cat
entretien-cuisine-salle-de-bains-et-wc,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/cat_id_4445.cat
deboucheur,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/deboucheur/cat_id_550.cat
produits-de-gros-lessivage,https://www.castorama.fr/droguerie-entretien-de-la-maison/le-gros-lessivage/cat_id_4134.cat
accessoire-de-menage,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/cat_id_3989.cat
insecticide,https://www.castorama.fr/droguerie-entretien-de-la-maison/insecticide/cat_id_3132.cat
desodorisant-et-parfum-d-ambiance,https://www.castorama.fr/droguerie-entretien-de-la-maison/desodorisant-et-parfum-d-ambiance/cat_id_2041.cat
entretien-du-meuble,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-du-meuble/cat_id_1883.cat
entretien-de-la-cheminee,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-de-la-cheminee/cat_id_3131.cat
entretien-des-metaux,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-des-metaux/cat_id_3961.cat
entretien-des-vitres,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-des-vitres/cat_id_4133.cat
entretien-du-cuir,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-du-cuir/cat_id_206.cat
entretien-du-sol,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-du-sol/cat_id_3924.cat
entretien-du-textile,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-du-textile/cat_id_2766.cat
entretien-exterieur,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/entretien-exterieur/cat_id_3925.cat
entretien-professionnel-nettoyage-fin-de-chantier,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-professionnel-nettoyage-fin-de-chantier/cat_id_3099.cat
absorbeur-d-humidite,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/produit-d-etancheite/absorbeur-d-humidite/cat_id_581.cat
produits-d-entretien-et-de-nettoyage,https://www.castorama.fr/droguerie-entretien-de-la-maison/produits-d-entretien-specifique/cat_id_5997.cat
store-enrouleur,https://www.castorama.fr/decoration-interieure/store/store-enrouleur/cat_id_1092.cat
store-venitien,https://www.castorama.fr/decoration-interieure/store/store-venitien/cat_id_1107.cat
store-bateau,https://www.castorama.fr/decoration-interieure/store/store-bateau/cat_id_1100.cat
panneau-japonais,https://www.castorama.fr/decoration-interieure/store/panneau-japonais/cat_id_1106.cat
store-californien,https://www.castorama.fr/decoration-interieure/store/store-californien/cat_id_1087.cat
accessoire-de-store,https://www.castorama.fr/decoration-interieure/store/accessoire-de-store/cat_id_1099.cat
pistolet-peinture,https://www.castorama.fr/outillage/pistolet-a-peinture-decolleuse-et-decapeur/pistolet-a-peinture-electrique-et-machine-a-peindre/cat_id_1635.cat
